keep(y/n),rank,name,category,fit_score,address,phone,website,verify_on_map
,211,"Hop Nation Brewing Company","Bar / Pub",75,"","+1-509-367-6552","www.hopnation.us","https://www.google.com/maps/search/?api=1&query=Hop%20Nation%20Brewing%20Company%20Yakima%20WA"
,212,"Public House of Yakima - East","Bar / Pub",75,"","","publichouseofyakima.com/","https://www.google.com/maps/search/?api=1&query=Public%20House%20of%20Yakima%20-%20East%20Yakima%20WA"
,213,"The Dutch","Bar / Pub",75,"214 North 6th Avenue, Yakima","+1-509-452-7960","","https://www.google.com/maps/search/?api=1&query=The%20Dutch%20Yakima%20WA"
,214,"Aquas Tequilas","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Aquas%20Tequilas%20Yakima%20WA"
,215,"Avenida Cantina","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Avenida%20Cantina%20Yakima%20WA"
,216,"Bill's Place","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Bill's%20Place%20Yakima%20WA"
,217,"Curly's Gleed Tavern","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Curly's%20Gleed%20Tavern%20Yakima%20WA"
,218,"Game & Grog","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Game%20%26%20Grog%20Yakima%20WA"
,219,"Jackson's Sports Bar","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Jackson's%20Sports%20Bar%20Yakima%20WA"
,220,"Pomona Tavern","Bar / Pub",75,"1010 SR 821, Yakima","","","https://www.google.com/maps/search/?api=1&query=Pomona%20Tavern%20Yakima%20WA"
,221,"Public House of Yakima","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Public%20House%20of%20Yakima%20Yakima%20WA"
,222,"Red Rooster Bar and Grille","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Red%20Rooster%20Bar%20and%20Grille%20Yakima%20WA"
,223,"Tailgaters Bar & Grill","Bar / Pub",75,"110 East 3rd Avenue, Selah","","","https://www.google.com/maps/search/?api=1&query=Tailgaters%20Bar%20%26%20Grill%20Yakima%20WA"
,224,"The Sports Center","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=The%20Sports%20Center%20Yakima%20WA"
,225,"Wenas Creek Saloon","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Wenas%20Creek%20Saloon%20Yakima%20WA"
,226,"West Valley Bar & Grill","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=West%20Valley%20Bar%20%26%20Grill%20Yakima%20WA"
,227,"Xochimilco Tequila Bar & Restaurant","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Xochimilco%20Tequila%20Bar%20%26%20Restaurant%20Yakima%20WA"
,228,"Yakima Valley Vintners","Bar / Pub",75,"","","","https://www.google.com/maps/search/?api=1&query=Yakima%20Valley%20Vintners%20Yakima%20WA"
,229,"Arellano's Boutique","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Arellano's%20Boutique%20Yakima%20WA"
,230,"Boot Barn","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Boot%20Barn%20Yakima%20WA"
,231,"Callabero","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Callabero%20Yakima%20WA"
,232,"Carmelita's Joyería Boutique","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Carmelita's%20Joyer%C3%ADa%20Boutique%20Yakima%20WA"
,233,"Carter's","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Carter's%20Yakima%20WA"
,234,"El Vaquero","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=El%20Vaquero%20Yakima%20WA"
,235,"Fiddlesticks","Retail / Boutique",72,"1601 Summitview Avenue, Yakima","","","https://www.google.com/maps/search/?api=1&query=Fiddlesticks%20Yakima%20WA"
,236,"Inklings Bookshop","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Inklings%20Bookshop%20Yakima%20WA"
,237,"Lady Godiva's Consignment Boutique","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Lady%20Godiva's%20Consignment%20Boutique%20Yakima%20WA"
,238,"Marts Boutique","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Marts%20Boutique%20Yakima%20WA"
,239,"Maurices","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Maurices%20Yakima%20WA"
,240,"Novedades Juanita","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Novedades%20Juanita%20Yakima%20WA"
,241,"Old Navy","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Old%20Navy%20Yakima%20WA"
,242,"Pricilla's Chic Boutique","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Pricilla's%20Chic%20Boutique%20Yakima%20WA"
,243,"Ron's","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Ron's%20Yakima%20WA"
,244,"rue21","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=rue21%20Yakima%20WA"
,245,"Sprout Again Children's Consignment","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Sprout%20Again%20Children's%20Consignment%20Yakima%20WA"
,246,"The Avenue Plus","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=The%20Avenue%20Plus%20Yakima%20WA"
,247,"Torrid","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Torrid%20Yakima%20WA"
,248,"TreeTop Store and Visitor Center","Retail / Boutique",72,"220 East 2nd Avenue, Selah","","","https://www.google.com/maps/search/?api=1&query=TreeTop%20Store%20and%20Visitor%20Center%20Yakima%20WA"
,249,"Victoria Novedades","Retail / Boutique",72,"","","","https://www.google.com/maps/search/?api=1&query=Victoria%20Novedades%20Yakima%20WA"
,250,"Petco","Pet",62,"1201 East Washington Avenue, Union Gap","+1-509-457-1043","stores.petco.com/wa/uniongap/pet-supplies-uniongap-wa-1223.html","https://www.google.com/maps/search/?api=1&query=Petco%20Yakima%20WA"
,251,"PetSmart","Pet",62,"1403 East Washington Avenue, Union Gap","+1-509-469-9933","www.petsmart.com/stores/us/wa/union-gap-store0396.html","https://www.google.com/maps/search/?api=1&query=PetSmart%20Yakima%20WA"
,252,"Drewbie's Doghouse","Pet",62,"","","","https://www.google.com/maps/search/?api=1&query=Drewbie's%20Doghouse%20Yakima%20WA"
,253,"Pro-Clean Auto Detail Systems","Car Wash",55,"","+1-509-454-9299","","https://www.google.com/maps/search/?api=1&query=Pro-Clean%20Auto%20Detail%20Systems%20Yakima%20WA"
,254,"Artesian Car Wash","Car Wash",55,"207 South 6th Avenue, Yakima","","","https://www.google.com/maps/search/?api=1&query=Artesian%20Car%20Wash%20Yakima%20WA"
,255,"Auto Spa","Car Wash",55,"","","","https://www.google.com/maps/search/?api=1&query=Auto%20Spa%20Yakima%20WA"
,256,"Auto Spa Car Wash","Car Wash",55,"","","","https://www.google.com/maps/search/?api=1&query=Auto%20Spa%20Car%20Wash%20Yakima%20WA"
,257,"AutoSpa Central Washington","Car Wash",55,"3716 Tieton Drive, Yakima","","","https://www.google.com/maps/search/?api=1&query=AutoSpa%20Central%20Washington%20Yakima%20WA"
,258,"Classic Auto Wash","Car Wash",55,"","","","https://www.google.com/maps/search/?api=1&query=Classic%20Auto%20Wash%20Yakima%20WA"
,259,"Quick Quack Car Wash","Car Wash",55,"","","","https://www.google.com/maps/search/?api=1&query=Quick%20Quack%20Car%20Wash%20Yakima%20WA"
,260,"Spanky's Auto Wash","Car Wash",55,"","","","https://www.google.com/maps/search/?api=1&query=Spanky's%20Auto%20Wash%20Yakima%20WA"
,261,"Splash Express","Car Wash",55,"","","","https://www.google.com/maps/search/?api=1&query=Splash%20Express%20Yakima%20WA"
